"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"145","dance|emperor penguin|friend|penguin|song","Animation, Adventure, Comedy","$ 198000317","$ 100000000","English","USA, Australia",6.4,192,"2006-12-01","2006","Happy Feet (2006)"
"146","assassin|car chase|cia|hidden truth|one against many","Action, Mystery, Thriller","$ 176241941","$ 75000000","English, Russian, German, Italian","USA, Germany",7.7,248,"2004-09-24","2004","The Bourne Supremacy (2004)"
"147","ex soldier|hijacker|hostage|president|terrorist","Action, Drama, Thriller","$ 172956409","$ 85000000","English, Russian","USA, Germany",6.5,137,"1997-09-19","1997","Air Force One (1997)"
"148","dracula|hotel|invisible man|monster|transylvania","Animation, Comedy, Family","$ 148313048","$ 85000000","English","USA",7.1,275,"2012-11-08","2012","Hotel Transylvania (2012)"
"149","casino|heist|manmade earthquake|revenge|tunnel boring machine","Action, Crime, Thriller","$ 117154724","$ 85000000","English, Mandarin, Spanish, French","USA",6.9,252,"2007-06-08","2007","Ocean's Thirteen (2007)"
"150","bear|deer|forest|grizzly bear|hunter","Comedy","$ 9481","","English","USA, Canada",5.1,4,"1996-05-03","1996","Open Season (1996)"
"151","army|brother sister relationship|dystopia|father son relationship|narrated by character","Action, Adventure, Mystery","$ 150947895","$ 85000000","English, Spanish","USA",6.7,473,"2014-04-03","2014","Divergent (2014)"
"152","car|challenge|drift racing|drifting|tokyo japan","Action, Crime, Thriller","$ 62514415","$ 85000000","English, Japanese, Portuguese","USA, Germany, Japan",6,178,"2006-07-14","2006","The Fast and the Furious: Tokyo Drift (2006)"
"153","band|dating|high school|hipster|rock band","Action, Comedy, Fantasy","$ 31524275","$ 60000000","English","USA, UK, Canada, Japan",7.5,425,"2010-11-19","2010","Scott Pilgrim vs. the World (2010)"
"154","core|earth|natural disaster|pacemaker|scientist","Action, Adventure, Sci-Fi","$ 31186896","$ 60000000","English","USA, Germany, Canada, UK, Italy, France",5.5,155,"2003-04-17","2003","The Core (2003)"
"155","amusement park|island|motorcycle|scooby doo|tough girl","Adventure, Comedy, Family","$ 153294164","$ 84000000","English","USA, Australia",5.1,144,"2002-06-28","2002","Scooby-Doo (2002)"
"156","bank|based on novel|ice|teleportation|vault","Action, Adventure, Sci-Fi","$ 80172128","$ 85000000","English, Italian, Japanese, Mandarin","USA, Canada",6.1,242,"2008-02-29","2008","Jumper (2008)"
"157","cartoonist|reporter|serial killer|zodiac|zodiac killer","Crime, Drama, Mystery","$ 33080084","$ 65000000","English","USA",7.7,409,"2007-05-18","2007","Zodiac (2007)"
"158","disguise|mission|spy|stealing|traitor","Action, Adventure, Thriller","$ 180981856","$ 80000000","English, French, Czech","USA",7.1,192,"1996-09-13","1996","Mission: Impossible (1996)"
"159","alien|escape|fugitive|hawaii|social worker","Animation, Adventure, Comedy","$ 145794338","$ 80000000","English, Hawaiian","USA",7.2,199,"2002-06-21","2002","Lilo & Stitch (2002)"
"160","astronomer|comet|mission|president|secretary","Action, Drama, Romance","$ 140464664","$ 75000000","English","USA",6.2,141,"1998-05-14","1998","Deep Impact (1998)"
"161","cia|cia agent|rescue|russian|team","Action, Adventure, Comedy","$ 53262560","$ 84000000","English, Russian, French, Persian, Korean","USA, France, Canada",6.6,252,"2013-08-21","2013","RED 2 (2013)"
"162","female prisoner|plot twist|self delusion|surprise ending|year 1954","Mystery, Thriller","$ 128012934","$ 80000000","English, German","USA",8.2,523,"2010-03-05","2010","Shutter Island (2010)"
"163","actor voicing multiple characters|box office hit|coffee|plate|robot","Animation, Adventure, Comedy","$ 128200012","$ 75000000","English, Italian","USA",6.3,153,"2005-03-24","2005","Robots (2005)"
"164","army rangers|convict|criminal|escape|prison","Action, Crime, Thriller","$ 101117573","$ 75000000","English, Spanish","USA",6.9,133,"1997-08-22","1997","Con Air (1997)"
"165","audio surveillance|death|pentagon|technology|twin brother","Action, Mystery, Thriller","$ 101440743","$ 80000000","English","USA, Germany",6.6,214,"2009-02-20","2009","Eagle Eye (2009)"
"166","alien|basketball|basketball game|cult film|monstars","Animation, Adventure, Comedy","$ 90418342","$ 80000000","English","USA",6.4,67,"1997-02-21","1997","Space Jam (1997)"
"167","battle|battlefield|brutality|combat|tank","Action, Crime, Drama","$ 2521","$ 12000000","English","Canada",5.6,47,"2012-04-20","2012","Fury (2012)"
"168","battle|battlefield|brutality|combat|tank","Action, Drama, War","$ 85817906","$ 68000000","English, German","USA, China, UK",7.6,435,"2015-06-02","2015","Fury (2015)"
"169","based on tv series|remake|robot|scientist|spaceship","Action, Adventure, Family","$ 69117629","$ 80000000","English","USA",5.2,114,"1999-01-15","1999","Lost in Space (1999)"
"170","brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier","Drama, Mystery, Sci-Fi","$ 65955630","$ 80000000","English","USA",6.6,204,"2004-11-12","2004","The Manchurian Candidate (2004)"
"171","american|love|pin|ruby|stranger","Drama, Romance","$ 1086181","","English","USA",7.1,21,"1998-04-22","1998","Déjà Vu (1998)"
"172","california|dracula|hotel|transylvania|vampire","Animation, Comedy, Family","$ 169700110","$ 80000000","English","USA",6.7,184,"2015-10-08","2015","Hotel Transylvania 2 (2015)"
"173","abstract|ark|disney|fairy tale|piano","Animation, Comedy, Family","$ 60655420","$ 80000000","English","USA",7.2,138,"2000-09-08","2000","Fantasia 2000 (2000)"
"174","hunter|scientist|time machine|time travel|time travel romance","Action, Adventure, Sci-Fi","$ 56832494","$ 80000000","English","USA, United Arab Emirates",6,132,"2002-03-28","2002","The Time Machine (2002)"
"175","california|fight|hero|mask|zorro","Action, Adventure, Romance","$ 46464023","$ 75000000","English, Spanish","USA, Mexico",6,132,"2005-10-28","2005","The Legend of Zorro (2005)"
"176","alien|general|martian|president|weapon","Comedy, Sci-Fi","$ 37771017","$ 70000000","English, French","USA",6.3,141,"1997-03-07","1997","Mars Attacks! (1997)"
"177","boy|giving birth|nurse|sea|ultrasonography","Comedy, Sci-Fi","$ 38345494","$ 80000000","English","USA",6.1,160,"2001-07-06","2001","Evolution (2001)"
"178","blockade|crisis|cuba|missile|president","Drama, History, Thriller","$ 34592089","$ 80000000","English, Russian, Spanish, Romanian","USA",7.3,171,"2001-04-06","2001","Thirteen Days (2001)"
"179","collapsing tunnel|explosion|new jersey|tunnel|weimaraner","Crime, Horror, Thriller","$ 4171","","English","USA",5.1,20,"2010-08-21","2010","Daylight (2010)"
"180","diamond|duck|monkey|spy|stuntman","Animation, Adventure, Comedy","$ 20991364","$ 80000000","English","Germany, USA",5.7,104,"2003-12-19","2003","Looney Tunes: Back in Action (2003)"
"181","based on stage musical based on film|child abuse|film director|italian|mistress","Drama, Musical, Romance","$ 19676965","$ 80000000","English, Italian, French","UK, USA",5.8,207,"2010-01-22","2010","Nine (2010)"
"182","conspiracy|cryptography|mathematician|mental illness|nobel prize","Biography, Drama","$ 170742341","$ 58000000","English","USA",8.2,152,"2002-02-22","2002","A Beautiful Mind (2002)"
"183","king|prince|scar|uncle|unnecessary guilt","Animation, Adventure, Drama","$ 422783777","$ 45000000","English, Swahili, Xhosa, Zulu","USA",8.5,228,"1994-11-25","1994","The Lion King (1994)"
"184","criminal profile|fbi agent|madman|tabloid reporter|tragic villain","Crime, Drama, Thriller","$ 93149898","$ 78000000","English, French","Germany, USA",7.2,200,"2002-10-25","2002","Red Dragon (2002)"
"185","bust|racing|shotgun|street racing|undercover agent","Action, Crime, Thriller","$ 127154901","$ 76000000","English, Spanish","USA, Germany",5.9,113,"2003-06-20","2003","2 Fast 2 Furious (2003)"
"186","alien|area 51|military|spacecraft|spaceship","Action, Adventure, Sci-Fi","$ 306169268","$ 75000000","English","USA",7,201,"1996-09-27","1996","Independence Day (1996)"
"187","escape|jungle|lemur|madagascar|zoo","Animation, Adventure, Comedy","$ 193595521","$ 75000000","Greek, American Sign Language, English, Portuguese, Spanish, German, French","USA",6.9,175,"2005-09-02","2005","Madagascar (2005)"
"188","first part|mutant|professor|superhero|superhero team","Action, Adventure, Sci-Fi","$ 157299718","$ 75000000","English","USA",7.4,311,"2000-10-27","2000","X-Men (2000)"
"189","assassin|bobble head doll|femme fatale|rejuvenation|strong female lead","Action, Thriller","$ 349637","INR 200000000","Hindi","India",6.6,8,"2009-09-18","2009","Wanted (2009)"
"190","alcatraz|fbi|general|hostage|rocket","Action, Adventure, Thriller","$ 134069511","$ 75000000","English","USA",7.4,129,"1996-08-30","1996","The Rock (1996)"
"191","actor playing multiple roles|claw|gadget|inspector|police","Action, Adventure, Comedy","$ 97403112","$ 90000000","English, Norwegian, French, Spanish","USA",4.1,74,"1999-12-23","1999","Inspector Gadget (1999)"
"192","airport|construction site|fish out of water|flight attendant|man without a country","Comedy, Drama, Romance","$ 77872883","$ 60000000","English, Bulgarian, Spanish, Russian, Mandarin, German, French","USA",7.4,152,"2004-09-03","2004","The Terminal (2004)"
"193","death|die hard scenario|k2|rescue|urination","Action, Adventure, Drama","$ 69243859","$ 75000000","English, Urdu","USA, Germany",5.9,137,"2001-02-23","2001","Vertical Limit (2001)"
"194","anchor|fish|mobster|shark|vegetarian","Animation, Adventure, Comedy","$ 160861908","$ 75000000","English","USA",6,141,"2005-02-25","2005","Shark Tale (2005)"
"195","1960s|fire|pop chart|singer|trio","Drama, Music, Musical","$ 103365956","$ 70000000","English","USA",6.5,236,"2007-01-26","2007","Dreamgirls (2007)"
"196","concert|mobster|russian|sequel|widow","Comedy, Crime, Drama","$ 56046979","$ 53000000","English, Russian","USA",5.6,165,"2005-04-15","2005","Be Cool (2005)"
"197","arab|black september|israel|jew|munich olympics","Action, Drama, History","$ 47403685","$ 70000000","English, German, French, Hebrew, Arabic, Italian, Greek, Russian, Dutch","France, Canada, USA",7.5,226,"2006-01-27","2006","Munich (2006)"
"198","hired killer|marriage|neighbor|on the run|store clerk","Action, Comedy, Romance","$ 47059963","$ 75000000","English","USA",5.5,144,"2010-06-04","2010","Killers (2010)"
"199","babysitter|halloween|house|neighbor|suburb","Animation, Comedy, Family","$ 73661010","$ 75000000","English","USA",6.6,188,"2006-10-13","2006","Monster House (2006)"
"200","bank manager|hypochondriac|love triangle|prison|television","Comedy, Crime, Drama","$ 41575141","$ 75000000","English","USA",6.5,136,"2001-11-23","2001","Bandits (2001)"
"201","1860s|children|king|schoolteacher|siam","Drama, History, Romance","$ 39263420","$ 92000000","English, Thai, French","USA",6.7,82,"2000-01-14","2000","Anna and the King (2000)"
"202","burned alive|castration|olympus|torture|torture device","Action, Drama, Fantasy","$ 83504017","$ 75000000","English, Greek","USA, Canada, UK",6,290,"2011-11-11","2011","Immortals (2011)"
"203","california|hostage|hostage negotiator|organized crime|police","Action, Crime, Drama","$ 34639939","$ 52000000","English","USA, Germany",6.6,147,"2005-03-18","2005","Hostage (2005)"
"204","alien|captain|escape|pilot|scientist","Animation, Action, Adventure","$ 22753426","$ 75000000","English, Mandarin","USA",6.6,135,"2000-09-29","2000","Titan A.E. (2000)"
"205","audition|kissing while having sex|machismo|murder|sex","Action, Comedy, Crime","$ 30940691","$ 75000000","English","USA",5.3,133,"2003-12-19","2003","Hollywood Homicide (2003)"
"206","crash survivor|planet|sergeant|soldier|survivor","Action, Drama, Sci-Fi","$ 14594226","$ 60000000","English","USA, UK",6,83,"1998-10-23","1998","Soldier (1998)"
"207","carnival|coma|death|monkey|nightmare","Animation, Comedy, Fantasy","$ 5411999","$ 75000000","English","USA",4.7,62,"2001-07-06","2001","Monkeybone (2001)"
"208","antarctica|minion|queen|super villain|villain","Animation, Adventure, Comedy","$ 336045770","$ 74000000","English, Spanish","USA",6.4,340,"2015-08-27","2015","Minions (2015)"
"209","alternate reality|escape|girl gang|prostitution|samurai","Action, Adventure, Fantasy","$ 36392502","$ 82000000","English, German","USA, Canada",6,460,"2011-03-25","2011","Sucker Punch (2011)"
"210","breasts|comedian|craigslist|infidelity|stand up comedian","Comedy, Drama","$ 51855045","$ 75000000","English","USA",6.3,237,"2009-10-16","2009","Funny People (2009)"
"211","al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch","Action, Drama, Thriller","$ 47536778","$ 70000000","English, Arabic","USA, Germany, United Arab Emirates",7,236,"2007-11-30","2007","The Kingdom (2007)"
"212","american abroad|gulf war|u.s. military|u.s. soldier|usmc","Action, Biography, Drama","$ 62658220","$ 72000000","English, Spanish, Arabic, Latin","USA, UK, Germany",7,277,"2006-02-17","2006","Jarhead (2006)"
"213","amnesia|california|communist|small town|writer","Drama, Romance","$ 27807266","$ 72000000","English","USA",6.9,119,"2002-05-10","2002","The Majestic (2002)"
"214","car race|german|race car|race car driver|rookie","Action, Drama, Sport","$ 32720065","$ 94000000","English, German, Spanish","USA, Canada, Australia",4.6,114,"2001-04-27","2001","Driven (2001)"
"215","creature|pact|plot twist|village|woods","Drama, Mystery, Thriller","$ 114197520","$ 60000000","English","USA",6.5,285,"2004-10-29","2004","The Village (2004)"
"216","crop circle|faith|farm|glass of water|loss of faith","Drama, Mystery, Sci-Fi","$ 227966634","$ 72000000","English, Portuguese","USA",6.7,227,"2002-10-17","2002","Signs (2002)"
"217","drag queen|physical appearance|princess|queen|sequel","Animation, Adventure, Comedy","$ 441226247","$ 150000000","English","USA",7.2,200,"2004-12-17","2004","Shrek 2 (2004)"
"218","agent|nsa|nsa agent|prague|russian","Action, Adventure, Thriller","$ 142109382","$ 70000000","English, German, Spanish, Russian, Czech","USA",5.9,193,"2002-10-31","2002","xXx (2002)"
"219","death|dream|love|lynchian|reality","Fantasy, Mystery, Romance","$ 100618344","$ 68000000","English, Spanish","USA, Spain",6.9,153,"2002-02-01","2002","Vanilla Sky (2002)"
"220","apartment|bedtime story|eagle|stuttering|swimming pool","Drama, Fantasy, Mystery","$ 42285169","$ 70000000","English","USA",5.5,291,"2006-09-29","2006","Lady in the Water (2006)"
"221","barbed wire|british|cavalry|horse|world war one","Action, Adventure, Drama","$ 79884879","$ 66000000","English, German","USA, India",7.2,406,"2012-02-17","2012","War Horse (2012)"
"222","death of wife|dracula|tarantula|turk|vampire","Action, Drama, Fantasy","$ 56280355","$ 70000000","English, Turkish","USA, UK, Ireland",6.3,281,"2014-10-30","2014","Dracula Untold (2014)"
"223","king|magic|one word title|pirate|village","Adventure, Family, Fantasy","$ 38634938","$ 70000000","English","UK, USA",7.6,235,"2007-10-12","2007","Stardust (2007)"
"224","cia|cia agent|terrorist|twin|twin brother","Crime, Drama, Thriller","$ 3674841","$ 15000000","English","USA",5.4,14,"1995-01-20","1995","Bad Company (1995)"
"225","commando unit|extra chromosome|first person shooter|special forces|teleportation","Action, Horror, Sci-Fi","$ 28212337","$ 60000000","English, Japanese","UK, Czech Republic, Germany, USA",5.2,244,"2006-03-17","2006","Doom (2006)"
"226","concert|love|music industry|panties|pole dancer","Comedy, Drama, Musical","$ 38518613","$ 75000000","English","USA",5.9,365,"2012-06-20","2012","Rock of Ages (2012)"
"227","australia|death|mentor|revenge|secret society","Action, Thriller","$ 25124966","$ 70000000","English, Arabic, French, Spanish","UK, Australia",6.4,198,"2012-06-01","2012","Killer Elite (2012)"
"228","ball|blood|skating|song|year 2005","Action, Sci-Fi, Sport","$ 18990798","$ 70000000","English, Russian, French, Arabic, Korean, German, Japanese","USA, Germany, Japan",3.1,156,"2002-03-29","2002","Rollerball (2002)"
"229","blood|body|egg|virus|white blood cell","Animation, Action, Adventure","$ 13596911","$ 70000000","English","USA",6.3,79,"2001-08-10","2001","Osmosis Jones (2001)"
"230","chinese|computer|cybercrime|hacker|one word title","Action, Crime, Thriller","$ 8005980","$ 70000000","English, Mandarin, Spanish","USA",5.4,290,"2015-03-12","2015","Blackhat (2015)"
